SpeakerID,Filename,SNR_dB
3a26f,3a26f_EN-OL-RC-234_1.wav,33.81
3a8b,3a8b_EN-OL-RC-234_1.wav,67.68
3a8b,3a8b_EN-OL-RC-234_2.wav,85.69
3d3g,3d3g_EN-OL-RC-234_1.wav,16.0
3d3g,3d3g_EN-OL-RC-234_2.wav,17.04
3a34c,3a34c_EN-OL-RC-234_1.wav,15.39
4c9b,4c9b_EN-OL-RC-426_1.wav,40.38
4c9b,4c9b_EN-OL-RC-426_2.wav,44.54
5b47c,5b47c_EN-OL-RC-538_1.wav,16.36
5b47c,5b47c_EN-OL-RC-538_2.wav,20.41
5a8j,5a8j_EN-OL-RC-538_2.wav,16.48
5d51c,5d51c_EN-OL-RC-538_1.wav,45.38
3a11h,3a11h_EN-OL-RC-234_1.wav,24.95
3a11h,3a11h_EN-OL-RC-234_2.wav,25.11
5c43b,5c43b_EN-OL-RC-538_2.wav,21.46
4b43g,4b43g_EN-OL-RC-426_2.wav,23.56
4b43g,4b43g_EN-OL-RC-426_1.wav,20.57
5a34b,5a34b_EN-OL-RC-538_2.wav,15.1
4a2j,4a2j_EN-OL-RC-426_2.wav,23.8
4a2j,4a2j_EN-OL-RC-426_1.wav,39.13
3c9b,3c9b_EN-OL-RC-234_2.wav,38.5
3d1g,3d1g_EN-OL-RC-234_2.wav,26.18
4a42j,4a42j_EN-OL-RC-426_2.wav,43.44
4a42j,4a42j_EN-OL-RC-426_1.wav,47.22
4a10k,4a10k_EN-OL-RC-426_2.wav,20.42
5a40j,5a40j_EN-OL-RC-538_2.wav,21.1
5d31g,5d31g_EN-OL-RC-538_1.wav,16.38
5a5k,5a5k_EN-OL-RC-538_1.wav,33.95
5a5k,5a5k_EN-OL-RC-538_2.wav,42.86
4b7a,4b7a_EN-OL-RC-426_2.wav,25.73
5c15c,5c15c_EN-OL-RC-538_1.wav,48.62
5b19f,5b19f_EN-OL-RC-538_2.wav,27.97
4c23g,4c23g_EN-OL-RC-426_2.wav,16.33
3a48f,3a48f_EN-OL-RC-234_1.wav,19.38
3a48f,3a48f_EN-OL-RC-234_2.wav,26.33
4c38a,4c38a_EN-OL-RC-426_2.wav,15.71
5d14c,5d14c_EN-OL-RC-538_2.wav,30.48
5d14c,5d14c_EN-OL-RC-538_1.wav,29.25
5a35c,5a35c_EN-OL-RC-538_1.wav,21.04
5a35c,5a35c_EN-OL-RC-538_2.wav,26.62
3a54f,3a54f_EN-OL-RC-234_2.wav,87.09
3a54f,3a54f_EN-OL-RC-234_1.wav,55.98
5a3k,5a3k_EN-OL-RC-538_1.wav,41.62
5a3k,5a3k_EN-OL-RC-538_2.wav,60.58
3b45a,3b45a_EN-OL-RC-234_2.wav,15.79
