SpeakerID,Filename,SNR_dB
3b35a,3b35a_EN-OL-RC-234_1.wav,15.38
5c47c,5c47c_EN-OL-RC-538_2.wav,50.12
5b49f,5b49f_EN-OL-RC-538_1.wav,40.69
5b48g,5b48g_EN-OL-RC-538_2.wav,30.46
4b47f,4b47f_EN-OL-RC-426_2.wav,12.83
4b47f,4b47f_EN-OL-RC-426_1.wav,13.63
3a37f,3a37f_EN-OL-RC-234_1.wav,23.71
3a37f,3a37f_EN-OL-RC-234_2.wav,31.77
3d30c,3d30c_EN-OL-RC-234_1.wav,8.8
4c6g,4c6g_EN-OL-RC-426_1.wav,22.08
4a46c,4a46c_EN-OL-RC-426_2.wav,11.85
3b1e,3b1e_EN-OL-RC-234_1.wav,31.04
3b1e,3b1e_EN-OL-RC-234_2.wav,21.39
3c11a,3c11a_EN-OL-RC-234_2.wav,8.4
3c29b,3c29b_EN-OL-RC-234_2.wav,23.19
5a2b,5a2b_EN-OL-RC-538_1.wav,15.66
3a6g,3a6g_EN-OL-RC-234_1.wav,25.73
5a35k,5a35k_EN-OL-RC-538_2.wav,79.72
5c4b,5c4b_EN-OL-RC-538_2.wav,28.52
4b41b,4b41b_EN-OL-RC-426_1.wav,19.89
5a43f,5a43f_EN-OL-RC-538_1.wav,15.77
5a30f,5a30f_EN-OL-RC-538_2.wav,12.14
5c25b,5c25b_EN-OL-RC-538_1.wav,26.45
3c23g,3c23g_EN-OL-RC-234_2.wav,26.35
3c23g,3c23g_EN-OL-RC-234_1.wav,26.14
4b28g,4b28g_EN-OL-RC-426_2.wav,18.09
3a51f,3a51f_EN-OL-RC-234_1.wav,65.49
5a13k,5a13k_EN-OL-RC-538_2.wav,35.32
5a13k,5a13k_EN-OL-RC-538_1.wav,41.54
3c29g,3c29g_EN-OL-RC-234_2.wav,19.19
3c29g,3c29g_EN-OL-RC-234_1.wav,19.06
5b7a,5b7a_EN-OL-RC-538_2.wav,20.95
3a18f,3a18f_EN-OL-RC-234_2.wav,32.38
3a18f,3a18f_EN-OL-RC-234_1.wav,28.79
4a51g,4a51g_EN-OL-RC-426_1.wav,17.69
4b46c,4b46c_EN-OL-RC-426_1.wav,8.88
4b46c,4b46c_EN-OL-RC-426_2.wav,10.11
5a18c,5a18c_EN-OL-RC-538_2.wav,21.32
5a18c,5a18c_EN-OL-RC-538_1.wav,18.89
3a19g,3a19g_EN-OL-RC-234_1.wav,14.62
3a42g,3a42g_EN-OL-RC-234_1.wav,29.18
3a42g,3a42g_EN-OL-RC-234_2.wav,40.43
5a22c,5a22c_EN-OL-RC-538_2.wav,41.8
5a22c,5a22c_EN-OL-RC-538_1.wav,40.98
3a35c,3a35c_EN-OL-RC-234_2.wav,20.04
3a35c,3a35c_EN-OL-RC-234_1.wav,21.31
4b25k,4b25k_EN-OL-RC-426_1.wav,15.72
3a8c,3a8c_EN-OL-RC-234_2.wav,21.75
3a8c,3a8c_EN-OL-RC-234_1.wav,18.94
4a2k,4a2k_EN-OL-RC-426_1.wav,15.06
4a2k,4a2k_EN-OL-RC-426_2.wav,13.74
5b41a,5b41a_EN-OL-RC-538_2.wav,19.45
5b41a,5b41a_EN-OL-RC-538_1.wav,15.96
4c3g,4c3g_EN-OL-RC-426_2.wav,18.09
5c20g,5c20g_EN-OL-RC-538_2.wav,7.91
5c20g,5c20g_EN-OL-RC-538_1.wav,8.7
3c38g,3c38g_EN-OL-RC-234_1.wav,29.64
3c38g,3c38g_EN-OL-RC-234_2.wav,33.42
3b25c,3b25c_EN-OL-RC-234_2.wav,13.31
4a31k,4a31k_EN-OL-RC-426_2.wav,15.09
4a31k,4a31k_EN-OL-RC-426_1.wav,15.97
3b29g,3b29g_EN-OL-RC-234_1.wav,25.28
5a20a,5a20a_EN-OL-RC-538_1.wav,23.45
4a27f,4a27f_EN-OL-RC-426_1.wav,31.14
5b45c,5b45c_EN-OL-RC-538_1.wav,15.51
